false_positive_rate,true_positive_rate,threshold
0.0,0.0,inf
0.0,0.0030303030303030303,0.48489442722100745
0.0,0.00909090909090909,0.4831388161356896
0.0003736920777279522,0.00909090909090909,0.46116274683501857
0.0014947683109118087,0.00909090909090909,0.4381710527946125
0.0014947683109118087,0.012121212121212121,0.3942088795773983
0.0018684603886397607,0.012121212121212121,0.3910557189778524
0.002242152466367713,0.015151515151515152,0.38831959808404803
0.0037369207772795215,0.015151515151515152,0.36510171741640596
0.0037369207772795215,0.021212121212121213,0.3598274012884133
0.004110612855007474,0.024242424242424242,0.35191011535828653
0.004484304932735426,0.024242424242424242,0.3459212106293414
0.004484304932735426,0.030303030303030304,0.3388606830722764
0.004857997010463378,0.030303030303030304,0.3369483365676497
0.00523168908819133,0.03333333333333333,0.33590475620922416
0.005979073243647235,0.03333333333333333,0.32429845716617023
0.005979073243647235,0.03939393939393939,0.30577922317500716
0.006726457399103139,0.03939393939393939,0.30506043692708446
0.007100149476831091,0.03939393939393939,0.3034204983239689
0.007100149476831091,0.04242424242424243,0.3000295529193577
0.007473841554559043,0.04242424242424243,0.2995441175211724
0.007473841554559043,0.045454545454545456,0.29785757599682455
0.007847533632286996,0.045454545454545456,0.2940852704934912
0.0085949177877429,0.045454545454545456,0.29310885989285956
0.0085949177877429,0.048484848484848485,0.2866892100338405
0.009342301943198805,0.048484848484848485,0.28556557540154515
0.009342301943198805,0.051515151515151514,0.2681609426593958
0.01046337817638266,0.051515151515151514,0.261547706509391
0.01046337817638266,0.05757575757575758,0.2612346601234914
0.010837070254110613,0.05757575757575758,0.260212131951708
0.010837070254110613,0.06363636363636363,0.2564402983654058
0.01233183856502242,0.06363636363636363,0.24457599772455194
0.013079222720478326,0.06363636363636363,0.2406486058791906
0.01382660687593423,0.06363636363636363,0.2332242297540457
0.014573991031390135,0.06666666666666667,0.22970826561402494
0.014573991031390135,0.0696969696969697,0.22946208203011367
0.015321375186846039,0.0696969696969697,0.2267837002279321
0.015321375186846039,0.07272727272727272,0.22388074788322257
0.016068759342301942,0.07272727272727272,0.2210292780730796
0.016442451420029897,0.07272727272727272,0.2193093829092798
0.016442451420029897,0.07575757575757576,0.2188076458586084
0.017563527653213753,0.07575757575757576,0.2163755826278549
0.017563527653213753,0.08484848484848485,0.2133783793359187
0.018310911808669655,0.08484848484848485,0.2128230226858676
0.018310911808669655,0.08787878787878788,0.21244496989389117
0.01905829596412556,0.08787878787878788,0.21162570240017417
0.01943198804185351,0.09090909090909091,0.20907206071521003
0.020179372197309416,0.09090909090909091,0.20798677720632527
0.020179372197309416,0.09696969696969697,0.20256188496527797
0.02092675635276532,0.09696969696969697,0.20165440690228628
0.021674140508221227,0.09696969696969697,0.19953412957420344
0.022795216741405083,0.10303030303030303,0.19919068626000883
0.02466367713004484,0.10303030303030303,0.1970899183659432
0.02466367713004484,0.10909090909090909,0.19568703801464768
0.025037369207772796,0.10909090909090909,0.19504473737737918
0.025037369207772796,0.11212121212121212,0.19394244726410595
0.0257847533632287,0.11212121212121212,0.19377114977635554
0.026905829596412557,0.11212121212121212,0.18990201239266416
0.02727952167414051,0.11515151515151516,0.1898328649769987
0.028026905829596414,0.11515151515151516,0.1896643431577501
0.030642750373692077,0.11515151515151516,0.18361819575074964
0.030642750373692077,0.11818181818181818,0.183146077054113
0.03101644245142003,0.11818181818181818,0.18289135826255723
0.03101644245142003,0.12121212121212122,0.1827761334381816
0.03176382660687593,0.12121212121212122,0.1822382063845123
0.032137518684603884,0.12121212121212122,0.18147214862563543
0.035127055306427506,0.12121212121212122,0.18065310221231165
0.03587443946188341,0.12121212121212122,0.1804591945010194
0.03587443946188341,0.12424242424242424,0.1803813854235222
0.03699551569506727,0.12424242424242424,0.17870421300154837
0.03736920777279522,0.12727272727272726,0.17828322752420095
0.03811659192825112,0.12727272727272726,0.17695670970499308
0.03811659192825112,0.1303030303030303,0.17624280828359531
0.03849028400597907,0.1303030303030303,0.17619177842567205
0.03886397608370702,0.13333333333333333,0.1756273184752148
0.04035874439461883,0.13333333333333333,0.1732656814996359
0.04110612855007474,0.1393939393939394,0.1727320978148533
0.04110612855007474,0.14242424242424243,0.17203614018710367
0.042974588938714496,0.15151515151515152,0.17182310070017387
0.04446935724962631,0.15151515151515152,0.17040147079487283
0.045216741405082216,0.15151515151515152,0.1703265317764855
0.04596412556053812,0.15151515151515152,0.1690692504497419
0.04596412556053812,0.15454545454545454,0.16902770962366573
0.04857997010463378,0.15454545454545454,0.16526912509926078
0.04857997010463378,0.15757575757575756,0.16480239400317204
0.05044843049327354,0.15757575757575756,0.16361150021182153
0.05044843049327354,0.1606060606060606,0.1635432517106332
0.05082212257100149,0.1606060606060606,0.16340009772678865
0.0515695067264574,0.1606060606060606,0.1633386545331254
0.05343796711509716,0.1606060606060606,0.16199901056386454
0.05343796711509716,0.16363636363636364,0.16190153799838902
