recall,precision,threshold
1.0,0.10978043912175649,0.03803038085078704
1.0,0.10981697171381032,0.04048176782878663
1.0,0.10985352862849534,0.04130726089500434
1.0,0.10989010989010989,0.04166142064944484
1.0,0.10992671552298468,0.044593310045619686
1.0,0.10996334555148284,0.044699152485620945
1.0,0.11,0.044898788230865634
1.0,0.11003667889296433,0.04496917098602941
1.0,0.11007338225483655,0.045298632791330756
1.0,0.11011011011011011,0.046089058713501385
1.0,0.11014686248331108,0.04646025310314238
1.0,0.11018363939899833,0.04701076577304723
1.0,0.11022044088176353,0.04703872740139011
1.0,0.11025726695623121,0.04786892478637473
1.0,0.11029411764705882,0.04819326086153824
1.0,0.11033099297893681,0.04831880256059489
1.0,0.11036789297658862,0.04833224529861188
1.0,0.11040481766477082,0.048906021218860084
1.0,0.11044176706827309,0.04893540396263483
1.0,0.11047874121191831,0.04953718102285809
1.0,0.11051574012056263,0.04973537255011362
1.0,0.11055276381909548,0.049960698668088166
1.0,0.11058981233243968,0.050032417668128375
1.0,0.11062688568555146,0.05020152904725744
1.0,0.11066398390342053,0.05063557822461558
0.996969696969697,0.11036564911103657,0.05077025685678588
0.996969696969697,0.11040268456375839,0.05079161415228628
0.9939393939393939,0.11010406176569319,0.05081254600808145
0.9939393939393939,0.11014103425117529,0.050929440866281935
0.9939393939393939,0.11017803157541149,0.05095915342798904
0.9939393939393939,0.11021505376344086,0.05114462820275307
0.9939393939393939,0.11025210084033614,0.051300355749902486
0.9939393939393939,0.11028917283120376,0.051415149209846654
0.9939393939393939,0.110326269761184,0.05174806797670781
0.9939393939393939,0.11036339165545088,0.051871221477368196
0.9939393939393939,0.11040053853921239,0.05222710189870858
0.990909090909091,0.1101010101010101,0.05222734941889897
0.990909090909091,0.11013809363422028,0.052297424099362784
0.990909090909091,0.11017520215633424,0.05232079783031253
0.9878787878787879,0.1098752949106842,0.05236118293100002
0.9878787878787879,0.10991233985165205,0.052462884826249855
0.9878787878787879,0.10994940978077572,0.05253881958510272
0.9878787878787879,0.10998650472334683,0.05255596716461063
0.9878787878787879,0.1100236247046912,0.05289297120446638
0.9878787878787879,0.1100607697501688,0.052919869790555636
0.9878787878787879,0.11009793988517393,0.05297078754447008
0.9878787878787879,0.11013513513513513,0.05305153180590155
0.9878787878787879,0.11017235552551538,0.053058260386137424
0.9878787878787879,0.11020960108181203,0.05310027458180262
0.9878787878787879,0.11024687182955699,0.05311396396538122
0.9878787878787879,0.11028416779431664,0.05316801577783034
0.9878787878787879,0.11032148900169204,0.053193396238519236
0.9878787878787879,0.1103588354773189,0.0531968413170418
0.9878787878787879,0.11039620724686759,0.053322700951938584
0.9878787878787879,0.11043360433604336,0.053350846576446925
0.9878787878787879,0.11047102677058625,0.05336803444607334
0.9878787878787879,0.11050847457627119,0.05337401992164431
0.9878787878787879,0.11054594777890811,0.05343890589077349
0.9878787878787879,0.11058344640434192,0.05351753757106625
0.9878787878787879,0.11062097047845267,0.05362233136570234
0.9878787878787879,0.11065852002715547,0.05362831413756463
0.9878787878787879,0.11069609507640069,0.05384711241291089
0.9878787878787879,0.11073369565217392,0.05390034847794299
0.9878787878787879,0.11077132178049609,0.05403941753382658
0.9878787878787879,0.11080897348742352,0.05416940161639317
0.9878787878787879,0.11084665079904794,0.05422599110210226
0.9878787878787879,0.1108843537414966,0.05438384620339151
0.9878787878787879,0.11092208234093229,0.05450385955881421
0.9878787878787879,0.11095983662355344,0.05453168397595275
0.9878787878787879,0.11099761661559414,0.054555454513837504
0.9878787878787879,0.11103542234332425,0.05457978967332736
0.9878787878787879,0.1110732538330494,0.05465140592260614
0.9878787878787879,0.1111111111111111,0.05467528592548537
0.9878787878787879,0.11114899420388681,0.05468916266461005
0.9878787878787879,0.11118690313778991,0.054991914381157574
0.9878787878787879,0.11122483793926988,0.05505262853898681
0.9878787878787879,0.11126279863481228,0.05519709052314708
0.9878787878787879,0.11130078525093888,0.055202370191164155
0.9848484848484849,0.11099726775956284,0.055213158276734
0.9848484848484849,0.11103518961393918,0.05522706478180244
0.9818181818181818,0.11073137388926863,0.05525153368279545
0.9818181818181818,0.11076923076923077,0.05545413254401456
0.9818181818181818,0.11080711354309165,0.055521191972539984
0.9818181818181818,0.1108450222374273,0.05552309940354579
0.9818181818181818,0.11088295687885011,0.055592238241158096
