threshold,roc_auc,pr_auc,recall,precision,f1,specificity,brier,log_loss,tn,fp,fn,tp,predicted_positive_rate,total_cost,cost_per_patient
0.72,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.725,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.73,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.735,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.74,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.745,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.75,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.755,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.76,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.765,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.77,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.775,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.78,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.785,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.79,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.795,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
0.8,0.6534421644824558,0.2124846387926167,0.0,0.0,0.0,1.0,0.10283803935166289,0.35352388066469487,1337,0,184,0,0.0,920.0,0.6048652202498357
